"season","date","home_team","guest_team","score","home_score","guest_score","odds_1","odds_x","odds_2","explore_id","outcome","ftr"
"Elitserien 2009/2010","04.11.2009","Hammarby","Malmo","24:28","24","28","1.14","13.73","6.39","0CVUBz5h",,"2"
"Elitserien 2009/2010","04.11.2009","Savehof","Alingsas","25:27","25","27","1.74","8.88","2.38","v3UYAfKb",,"2"
"Elitserien 2009/2010","04.11.2009","Drott","Kristianstad","29:28","29","28","1.24","12.32","4.59","8xZxAEZ4",,"1"
"Elitserien 2009/2010","02.11.2009","Lindesberg","Skovde","31:22","31","22","1.48","10.66","2.99","ImtQCGkn",,"1"
"Elitserien 2009/2010","02.11.2009","Redbergslids","Guif","33:23","33","23","1.96","8.58","2.10","4pxMDdzt",,"1"
"Elitserien 2009/2010","24.10.2009","Alingsas","Helsingborg","40:24","40","24","1.05","16.48","11.58","44M6fZZH",,"1"
"Elitserien 2008/2009","05.10.2008","Lindesberg","Skovde","23:32","23","32","1.62","10.36","2.54","Q5Iv7Wld",,"2"
"Elitserien 2008/2009","05.10.2008","Savehof","Tumba","29:32","29","32","1.02","17.28","14.93","Qg4AVsfm",,"2"
"Elitserien 2008/2009","03.10.2008","IFK Ystads","Guif","22:21","22","21","2.94","10.81","1.48","QLlACCLn",,"1"
"Elitserien 2008/2009","03.10.2008","Alingsas","Redbergslids","30:26","30","26","1.79","9.17","2.26","Uk3vIYcP",,"1"
"Elitserien 2008/2009","03.10.2008","Lugi","Lund","27:22","27","22","2.26","9.20","1.78","Wbk6Dh6t",,"1"
"Elitserien 2008/2009","01.10.2008","Ystads IF","Lindesberg","35:29","35","29","1.47","10.45","3.06","jFz8nbsE",,"1"
"Elitserien 2008/2009","01.10.2008","Hammarby","Trelleborg","35:29","35","29","1.02","17.36","14.14","U5ZBoIdK",,"1"
"Elitserien 2008/2009","29.09.2008","Skovde","IFK Ystads","34:26","34","26","1.09","14.41","8.05","2Zs6c9hH",,"1"
"Elitserien 2008/2009","29.09.2008","Guif","Savehof","25:28","25","28","2.59","10.86","1.59","CdLTcVN4",,"2"
"Elitserien 2004/2005","05.10.2004","Redbergslids","Djurgardens","28:22","28","22","1.15","10.99","6.24","8KrraRXh",,"1"
"Elitserien 2004/2005","04.10.2004","Hammarby","Savehof","36:29","36","29","2.87","9.42","1.53","n5fZ0m3t",,"1"
"Elitserien 2004/2005","04.10.2004","Lund","Lugi","18:24","18","24","2.11","8.95","1.91","Aq375TfP",,"2"
"Elitserien 2004/2005","04.10.2004","Vasteras Irsta HF","Tumba","31:33","31","33","1.97","8.55","2.06","UTqv07In",,"2"
"Elitserien 2004/2005","03.10.2004","Heid","Guif","27:28","27","28","4.66","10.87","1.24","0ELGr6mC",,"2"
"Elitserien 2004/2005","03.10.2004","IFK Ystads","Drott","24:31","24","31","1.41","9.78","3.25","IkGLsQ2I",,"2"
"Elitserien 2004/2005","03.10.2004","Kroppskultur","Skovde","34:30","34","30","4.09","10.30","1.28","dtFPtpIO",,"1"
"Elitserien 2004/2005","01.10.2004","Hammarby","Djurgardens","35:24","35","24","1.44","9.35","3.18","MN0sU6YI",,"1"
"Handbollsligan 2017/2018","20.10.2017","Lugi","Kristianstad","20:21","20","21","4.19","9.92","1.34","6qhbziuT",,"2"
"Handbollsligan 2017/2018","20.10.2017","Redbergslids","Skovde","31:25","31","25","1.23","11.80","5.28","GfaowgeA",,"1"
"Handbollsligan 2017/2018","20.10.2017","Ricoh","Malmo","22:28","22","28","4.25","9.95","1.34","x40svZu4",,"2"
"Handbollsligan 2017/2018","20.10.2017","Savehof","Aranas","34:23","34","23","1.10","16.44","9.12","xSrUUU2j",,"1"
"Handbollsligan 2017/2018","20.10.2017","Ystads IF","Hammarby","26:24","26","24","1.07","16.82","10.82","8hvQVAmp",,"1"
"Handbollsligan 2017/2018","19.10.2017","Helsingborg","Karlskrona","31:26","31","26","1.96","8.21","2.22","AHbkxDAG",,"1"
"Handbollsligan 2017/2018","17.10.2017","Malmo","Savehof","28:25","28","25","1.59","8.71","2.94","dhqpuFQc",,"1"
"Handbollsligan 2017/2018","15.10.2017","Alingsas","Helsingborg","33:29","33","29","1.05","19.28","13.95","4bdbHBYj",,"1"
"Handbollsligan 2017/2018","15.10.2017","Hammarby","Aranas","26:27","26","27","1.37","9.84","3.94","pEFRMXAT",,"2"
"Elitserien 2015/2016","29.10.2015","Ricoh","Savehof","23:25","23","25","3.53","10.27","1.41","Mq47zhoP",,"2"
"Elitserien 2015/2016","28.10.2015","Malmo","Lugi","24:21","24","21","2.18","8.86","1.92","8tGPB88O",,"1"
"Elitserien 2015/2016","27.10.2015","Aranas","Kristianstad","19:29","19","29","14.83","19.09","1.04","CEMGDUwC",,"2"
"Elitserien 2015/2016","27.10.2015","Ystads IF","Guif","26:26","26","26","1.29","11.25","4.41","fwCLClgI",,"X"
"Elitserien 2015/2016","26.10.2015","Drott","Ricoh","22:29","22","29","1.73","8.91","2.51","QcK4GWgg",,"2"
"Elitserien 2015/2016","26.10.2015","Hammarby","Redbergslids","25:25","25","25","1.61","9.41","2.76","YNNCEAO5",,"X"
"Elitserien 2015/2016","26.10.2015","Savehof","Skovde","26:23","26","23","1.05","17.11","12.99","4lJ8Fj9a",,"1"
"Elitserien 2015/2016","25.10.2015","Kristianstad","Alingsas","34:26","34","26","1.38","10.15","3.79","WtdtG2rD",,"1"
"Elitserien 2015/2016","24.10.2015","Karlskrona","Malmo","22:27","22","27","2.08","8.60","2.02","lIQQNE1J",,"2"
"Elitserien 2015/2016","23.10.2015","Ricoh","Hammarby","17:24","17","24","2.26","8.66","1.88","plCdIhPt",,"2"
"Elitserien 2015/2016","23.10.2015","Skovde","Ystads IF","18:27","18","27","6.51","12.36","1.17","rZUaHCvm",,"2"
"Elitserien 2013/2014","09.11.2013","Redbergslids","Alingsas","25:26","25","26","2.02","8.57","2.05","vRoNCezq",,"2"
"Elitserien 2013/2014","09.11.2013","Ystads IF","Drott","32:38","32","38","1.96","8.56","2.14","plGHvBOa",,"2"
"Elitserien 2013/2014","08.11.2013","Skovde","Rimbo","36:31","36","31","1.05","16.36","12.51","Kt5jIHCL",,"1"
"Elitserien 2013/2014","06.11.2013","Alingsas","Malmo","32:26","32","26","1.62","8.99","2.71","YP2vLJS2",,"1"
"Elitserien 2013/2014","06.11.2013","Guif","Lund","29:23","29","23","1.25","11.28","4.91","nT6rKwr9",,"1"
"Elitserien 2013/2014","06.11.2013","Kristianstad","Hammarby","26:23","26","23","1.19","11.81","5.82","hUPicGzd",,"1"
"Elitserien 2013/2014","06.11.2013","Lugi","Redbergslids","33:26","33","26","1.30","10.50","4.25","WKOedzj2",,"1"
"Elitserien 2013/2014","06.11.2013","Savehof","Skovde","29:29","29","29","1.35","10.33","3.86","tj6nJccF",,"X"
"Elitserien 2013/2014","05.11.2013","Drott","Onnereds","30:26","30","26","1.13","13.63","7.57","K2Cpax6q",,"1"
"Elitserien 2011/2012","30.10.2011","Tumba","Hammarby","23:23","23","23","2.09","8.77","1.96","6sOmZMAg",,"X"
"Elitserien 2011/2012","30.10.2011","Ystads IF","Skovde","28:28","28","28","1.47","10.31","3.10","ljo0YtQa",,"X"
"Elitserien 2011/2012","30.10.2011","Lugi","Redbergslids","28:27","28","27","1.50","10.17","3.00","hIQpFG97",,"1"
"Elitserien 2011/2012","29.10.2011","Aranas","Guif","25:33","25","33","4.33","11.64","1.28","C69pz3em",,"2"
"Elitserien 2011/2012","27.10.2011","Tumba","Lugi","21:22","21","22","3.66","11.12","1.36","YFAtyqts",,"2"
"Elitserien 2011/2012","26.10.2011","Alingsas","Malmo","30:22","30","22","1.27","11.65","4.44","EVT9t5IJ",,"1"
"Elitserien 2011/2012","26.10.2011","Guif","Drott","31:25","31","25","1.27","11.69","4.45","dAHJHLuJ",,"1"
"Elitserien 2011/2012","26.10.2011","Hammarby","Lund","21:24","21","24","1.90","8.49","2.18","MiP6KNe0",,"2"
"Elitserien 2011/2012","26.10.2011","Redbergslids","Ystads IF","31:35","31","35","1.91","8.67","2.16","SYXDuPXP",,"2"
"Elitserien 2011/2012","26.10.2011","Savehof","Kristianstad","28:26","28","26","1.13","14.59","6.82","IJIFI1QC",,"1"
"Elitserien 2010/2011","10.11.2010","Malmo","Lindesberg","26:21","26","21","","","","QZbwvWZu",,"1"
"Elitserien 2010/2011","10.11.2010","Ystads IF","Redbergslids","33:21","33","21","","","","KKGwKn4U",,"1"
"Elitserien 2010/2011","09.11.2010","Lund","Guif","20:29","20","29","","","","tUHZKSlO",,"2"
"Elitserien 2010/2011","08.11.2010","Alingsas","Hammarby","25:26","25","26","","","","b5SUL8ZH",,"2"
"Elitserien 2010/2011","08.11.2010","Malmo","Savehof","34:34","34","34","","","","v1olfuV1",,"X"
"Elitserien 2010/2011","07.11.2010","Aranas","Redbergslids","30:30","30","30","","","","GAK9OJqr",,"X"
"Elitserien 2010/2011","05.11.2010","Guif","Ystads IF","37:21","37","21","","","","p2OQMlKB",,"1"
"Elitserien 2009/2010","23.10.2009","Lugi","Savehof","26:26","26","26","2.64","9.82","1.60","O6x8hD4U",,"X"
"Elitserien 2009/2010","23.10.2009","Ystads IF","Hammarby","32:25","32","25","1.37","10.89","3.59","pGw4ggkO",,"1"
"Elitserien 2009/2010","22.10.2009","Kristianstad","Alingsas","23:23","23","23","6.38","13.95","1.14","pQ41nYSu",,"X"
"Elitserien 2009/2010","21.10.2009","Savehof","Lindesberg","39:27","39","27","1.32","10.90","3.86","4n5mRlcU",,"1"
"Elitserien 2009/2010","21.10.2009","Skovde","Redbergslids","31:30","31","30","1.55","10.18","2.79","Qe6qSUsO",,"1"
"Elitserien 2009/2010","20.10.2009","Lugi","Guif","34:32","34","32","2.30","8.97","1.80","jodk9YlB",,"1"
"Elitserien 2009/2010","18.10.2009","Guif","Malmo","30:23","30","23","1.22","12.33","4.99","8KBvTASH",,"1"
"Elitserien 2009/2010","18.10.2009","Hammarby","Drott","23:23","23","23","1.42","10.48","3.30","UTCzUjDB",,"X"
"Elitserien 2009/2010","16.10.2009","Lund","Ystads IF","27:26","27","26","2.87","10.19","1.52","z7DWUWc5",,"1"
"Elitserien 2009/2010","15.10.2009","Helsingborg","Lugi","33:36","33","36","2.58","9.79","1.63","IooKVCra",,"2"
"Elitserien 2009/2010","12.10.2009","Drott","Alingsas","22:27","22","27","2.28","9.22","1.81","Y95tGXrC",,"2"
"Elitserien 2008/2009","29.09.2008","Lund","Alingsas","26:27","26","27","1.08","15.09","8.42","f5rtckwB",,"2"
"Elitserien 2008/2009","28.09.2008","Trelleborg","Drott","20:25","20","25","2.36","10.23","1.70","QoCavbqh",,"2"
"Elitserien 2008/2009","28.09.2008","Tumba","Lugi","27:29","27","29","4.31","12.50","1.26","8A14wIbb",,"2"
"Elitserien 2008/2009","27.09.2008","Redbergslids","Hammarby","31:29","31","29","2.30","9.70","1.75","z1cGP0pt",,"1"
"Elitserien 2008/2009","25.09.2008","Lindesberg","IFK Ystads","35:26","35","26","1.25","12.60","4.42","vqk8yPbf",,"1"
"Elitserien 2008/2009","25.09.2008","Ystads IF","Trelleborg","33:23","33","23","1.09","15.00","8.41","6R85oKHB",,"1"
"Elitserien 2008/2009","25.09.2008","Drott","Redbergslids","27:28","27","28","2.13","9.01","1.90","bTg9w5ql",,"2"
"Elitserien 2008/2009","24.09.2008","Alingsas","Tumba","38:22","38","22","1.20","12.76","5.08","OGMh0duo",,"1"
"Elitserien 2008/2009","24.09.2008","Hammarby","Lund","26:30","26","30","1.69","9.86","2.43","GbNDOJnb",,"2"
"Elitserien 2008/2009","24.09.2008","Lugi","Guif","29:26","29","26","1.30","12.14","3.86","8UNmOaXi",,"1"
"Elitserien 2004/2005","29.09.2004","Djurgardens","Lund","20:22","20","22","1.83","8.96","2.16","2JwUiAQP",,"2"
"Elitserien 2004/2005","29.09.2004","Drott","Heid","29:23","29","23","1.08","13.33","8.68","fBVemUYt",,"1"
"Elitserien 2004/2005","29.09.2004","Guif","Vasteras Irsta HF","34:23","34","23","1.13","10.66","6.58","Y1Uanllm",,"1"
"Elitserien 2004/2005","29.09.2004","Lugi","Hammarby","23:29","23","29","1.44","9.92","3.13","OSvQhjBJ",,"2"
"Elitserien 2004/2005","29.09.2004","Savehof","IFK Ystads","32:36","32","36","1.34","10.25","3.68","MNMCqnY5",,"2"
"Elitserien 2004/2005","29.09.2004","Skovde","Redbergslids","29:23","29","23","1.48","9.99","2.90","S0N8pSIa",,"1"
"Elitserien 2004/2005","29.09.2004","Tumba","Kroppskultur","23:30","23","30","1.58","9.68","2.64","GQJ4o83g",,"2"
"Elitserien 2004/2005","27.09.2004","Guif","Drott","29:26","29","26","1.65","8.45","2.51","fesYXlZg",,"1"
"Elitserien 2004/2005","27.09.2004","Lund","Skovde","21:27","21","27","2.95","9.15","1.47","z7bVW8l0",,"2"
"Elitserien 2004/2005","27.09.2004","Redbergslids","Tumba","27:25","27","25","1.25","10.34","4.47","EccZVS36",,"1"
"Handbollsligan 2017/2018","15.10.2017","Karlskrona","Ystads IF","34:34","34","34","7.12","13.76","1.15","6NGNNDeN",,"X"
"Handbollsligan 2017/2018","15.10.2017","Skovde","Guif","25:29","25","29","1.87","7.97","2.31","I1ptteBi",,"2"
"Handbollsligan 2017/2018","14.10.2017","Lugi","Ricoh","25:20","25","20","1.24","11.73","5.27","jehfIiJp",,"1"
"Handbollsligan 2017/2018","12.10.2017","Kristianstad","Redbergslids","30:26","30","26","1.35","9.89","4.07","xlCJOgtH",,"1"
"Handbollsligan 2017/2018","06.11.2017","Redbergslids","Malmo","19:20","19","20","1.92","8.21","2.24","fTxG4Ylo",,"2"
"Handbollsligan 2017/2018","11.10.2017","Guif","Lugi","21:24","21","24","1.62","8.69","2.82","bcDFPZQA",,"2"
"Handbollsligan 2017/2018","11.10.2017","Savehof","Alingsas","25:27","25","27","1.69","8.59","2.63","GYNAQFB4",,"2"
"Handbollsligan 2017/2018","11.10.2017","Ystads IF","Skovde","34:21","34","21","1.25","12.12","4.94","4bK6Redb",,"1"
"Handbollsligan 2017/2018","10.10.2017","Ricoh","Kristianstad","20:26","20","26","8.48","15.60","1.11","hKjl9EtU",,"2"
"Handbollsligan 2017/2018","08.10.2017","Aranas","Karlskrona","23:34","23","34","1.49","9.06","3.33","AyL2Sysh",,"2"
"Handbollsligan 2017/2018","08.10.2017","Helsingborg","Hammarby","26:27","26","27","1.93","8.23","2.25","WpMbTHRo",,"2"
"Elitserien 2015/2016","22.10.2015","Lugi","Drott","36:24","36","24","1.03","19.67","15.75","S8PUMYGP",,"1"
"Elitserien 2015/2016","21.10.2015","Alingsas","Karlskrona","31:22","31","22","1.12","14.16","8.25","EeYdOfBD",,"1"
"Elitserien 2015/2016","21.10.2015","Guif","Savehof","27:29","27","29","1.70","9.24","2.53","xKdxHrT6",,"2"
"Elitserien 2015/2016","21.10.2015","Redbergslids","Aranas","33:25","33","25","1.18","12.13","6.26","AXfpFMcJ",,"1"
"Elitserien 2015/2016","16.10.2015","Aranas","Lugi","26:27","26","27","6.57","12.76","1.17","fy5LKQTs",,"2"
"Elitserien 2015/2016","15.10.2015","Hammarby","Guif","24:24","24","24","2.05","8.74","2.05","214PJpql",,"X"
"Elitserien 2013/2014","05.11.2013","Rimbo","Ystads IF","28:39","28","39","3.99","10.86","1.33","bgBlbdLk",,"2"
"Elitserien 2013/2014","27.10.2013","Hammarby","Onnereds","25:25","25","25","1.15","12.72","6.57","IZkFqc6d",,"X"
"Elitserien 2013/2014","27.10.2013","Lund","Rimbo","35:27","35","27","1.27","11.21","4.48","ATx170b3",,"1"
"Elitserien 2013/2014","27.10.2013","Skovde","Lugi","27:27","27","27","2.62","9.26","1.64","S4X56KD9",,"X"
"Elitserien 2013/2014","27.10.2013","Ystads IF","Alingsas","23:31","23","31","1.62","9.42","2.67","Wxvc8tqc",,"2"
"Elitserien 2013/2014","26.10.2013","Redbergslids","Kristianstad","27:24","27","24","3.58","10.56","1.38","0IVD4brM",,"1"
"Elitserien 2013/2014","24.10.2013","Lugi","Ystads IF","36:19","36","19","1.39","10.57","3.47","6anBpwij",,"1"
"Elitserien 2013/2014","23.10.2013","Guif","Drott","26:28","26","28","1.48","9.76","3.13","ELZH3IcS",,"2"
"Elitserien 2013/2014","23.10.2013","Alingsas","Skovde","28:24","28","24","1.56","9.52","2.85","MRAvjaTS",,"1"
"Elitserien 2011/2012","26.10.2011","Skovde","Aranas","42:20","42","20","1.35","11.35","3.73","0rOAJsB6",,"1"
"Elitserien 2011/2012","23.10.2011","Lund","Savehof","27:31","27","31","3.54","10.69","1.38","2sgXS53Q",,"2"
"Elitserien 2011/2012","23.10.2011","Ystads IF","Tumba","30:26","30","26","1.10","15.77","8.09","SUP2L3tf",,"1"
"Elitserien 2011/2012","21.10.2011","Aranas","Redbergslids","24:40","24","40","1.62","9.57","2.65","nFU3NqRm",,"2"
"Elitserien 2011/2012","21.10.2011","Malmo","Guif","27:32","27","32","2.65","9.91","1.61","4juaOPBs",,"2"
"Elitserien 2011/2012","20.10.2011","Drott","Skovde","29:33","29","33","1.54","10.08","2.82","Y7lTTolK",,"2"
"Elitserien 2011/2012","19.10.2011","Kristianstad","Alingsas","29:26","29","26","2.33","9.38","1.77","lfmY5rdD",,"1"
"Elitserien 2011/2012","19.10.2011","Lugi","Hammarby","37:27","37","27","1.18","13.42","5.76","fHkPURYD",,"1"
"Elitserien 2011/2012","14.10.2011","Aranas","Malmo","30:21","30","21","1.78","9.21","2.33","tUqQ74R0",,"1"
"Elitserien 2010/2011","04.11.2010","Hammarby","Lund","24:23","24","23","","","","Is9cRC5t",,"1"
"Elitserien 2010/2011","04.11.2010","Lindesberg","Aranas","28:31","28","31","","","","juPMNU45",,"2"
"Elitserien 2010/2011","04.11.2010","Lugi","Drott","31:25","31","25","","","","je75Pjzg",,"1"
"Elitserien 2010/2011","04.11.2010","Redbergslids","Malmo","29:30","29","30","","","","8W1AOAka",,"2"
"Elitserien 2010/2011","04.11.2010","Savehof","Alingsas","26:24","26","24","","","","C481QWKn",,"1"
"Elitserien 2009/2010","12.10.2009","Lindesberg","Helsingborg","31:24","31","24","1.05","16.18","11.16","zNeFWhTh",,"1"
"Elitserien 2009/2010","11.10.2009","Hammarby","Lund","28:28","28","28","1.14","14.35","6.23","ncBuwejP",,"X"
"Elitserien 2009/2010","11.10.2009","Malmo","Skovde","28:26","28","26","2.04","8.56","2.00","dWdBXYDn",,"1"
"Elitserien 2009/2010","11.10.2009","Ystads IF","Guif","32:28","32","28","1.46","10.75","3.05","l6c7YEbt",,"1"
"Elitserien 2009/2010","09.10.2009","Lugi","Kristianstad","25:22","25","22","1.47","10.89","2.99","tz9lEBDO",,"1"
"Elitserien 2009/2010","07.10.2009","Malmo","Lund","32:28","32","28","2.06","8.63","1.99","SW4pFibI",,"1"
"Elitserien 2009/2010","07.10.2009","Redbergslids","Savehof","33:31","33","31","2.82","10.12","1.53","fJ6xHDT5",,"1"
"Elitserien 2009/2010","06.10.2009","Skovde","Ystads IF","33:26","33","26","2.35","9.57","1.75","xrCXHgEa",,"1"
"Elitserien 2009/2010","04.10.2009","Guif","Hammarby","34:36","34","36","1.51","10.50","2.88","0CkHJFqm",,"2"
"Elitserien 2009/2010","04.10.2009","Kristianstad","Lindesberg","22:31","22","31","2.25","8.80","1.84","fZlLIZbg",,"2"
"Elitserien 2008/2009","24.09.2008","Savehof","Skovde","28:26","28","26","1.20","12.73","5.07","UwPqPuIo",,"1"
"Elitserien 2008/2009","22.09.2008","IFK Ystads","Savehof","23:31","23","31","3.48","11.70","1.36","2DGR4xXT",,"2"
"Elitserien 2008/2009","22.09.2008","Lund","Drott","34:24","34","24","1.13","13.57","6.35","8jHN5IHN",,"1"
"Elitserien 2008/2009","21.09.2008","Redbergslids","Ystads IF","28:26","28","26","1.88","9.30","2.14","GxGhlMXh",,"1"
"Elitserien 2008/2009","21.09.2008","Guif","Alingsas","26:21","26","21","1.70","10.07","2.38","YFvSe9Lc",,"1"
"Elitserien 2008/2009","21.09.2008","Tumba","Hammarby","23:33","23","33","7.79","14.31","1.10","ttrzfmjA",,"2"
"Elitserien 2008/2009","20.09.2008","Skovde","Lugi","26:30","26","30","1.76","9.70","2.31","fPuOdk6i",,"2"
"Elitserien 2008/2009","18.09.2008","Trelleborg","Lindesberg","19:27","19","27","2.16","8.75","1.89","xnHlk2In",,"2"
"Elitserien 2004/2005","27.09.2004","Vasteras Irsta HF","Kroppskultur","27:20","27","20","2.37","8.70","1.70","8KdwVnJC",,"1"
"Elitserien 2004/2005","26.09.2004","IFK Ystads","Lugi","32:26","32","26","1.40","9.84","3.22","G4rUYUJm",,"1"
"Elitserien 2004/2005","25.09.2004","Heid","Savehof","24:34","24","34","7.02","11.00","1.12","MsqQZA4s",,"2"
"Elitserien 2004/2005","22.09.2004","Djurgardens","IFK Ystads","23:29","23","29","2.70","9.32","1.58","Gj3eKV4f",,"2"
"Elitserien 2004/2005","22.09.2004","Drott","Vasteras Irsta HF","31:24","31","24","1.08","11.79","8.66","2c2guXtK",,"1"
"Elitserien 2004/2005","22.09.2004","Kroppskultur","Redbergslids","25:25","25","25","2.91","9.48","1.50","O63ktDRD",,"X"
"Elitserien 2004/2005","22.09.2004","Lugi","Heid","31:27","31","27","1.22","10.43","5.12","ziA7HTlD",,"1"
"Elitserien 2004/2005","22.09.2004","Savehof","Guif","28:26","28","26","1.21","10.43","5.12","d0B3I9Z6",,"1"
"Elitserien 2004/2005","22.09.2004","Skovde","Hammarby","42:36","42","36","1.20","9.99","5.35","pMibvidQ",,"1"
"Handbollsligan 2017/2018","08.10.2017","Alingsas","Guif","31:27","31","27","1.32","9.95","4.30","pfmtBzCH",,"1"
"Handbollsligan 2017/2018","05.10.2017","Karlskrona","Helsingborg","25:24","25","24","1.58","8.88","2.96","x06Wcu7I",,"1"
"Handbollsligan 2017/2018","05.10.2017","Skovde","Redbergslids","26:28","26","28","2.23","8.05","1.95","bcipAfRN",,"2"
"Handbollsligan 2017/2018","04.10.2017","Hammarby","Savehof","25:34","25","34","3.90","9.74","1.38","2VcyCGdB",,"2"
"Handbollsligan 2017/2018","04.10.2017","Lugi","Ystads IF","22:26","22","26","2.05","8.08","2.10","Gj5zcaMO",,"2"
"Handbollsligan 2017/2018","06.09.2017","Kristianstad","Aranas","29:18","29","18","1.00","25.88","26.88","OvaXCds5",,"1"
"Handbollsligan 2017/2018","04.10.2017","Malmo","Kristianstad","28:22","28","22","3.32","8.81","1.48","jDoQEICh",,"1"
"Handbollsligan 2017/2018","02.10.2017","Guif","Ricoh","25:23","25","23","1.24","11.84","5.18","fohHGvrt",,"1"
"Handbollsligan 2017/2018","02.10.2017","Redbergslids","Alingsas","31:24","31","24","2.14","8.07","2.02","4It69NzD",,"1"
"Handbollsligan 2017/2018","01.10.2017","Aranas","Lugi","29:32","29","32","3.65","9.78","1.40","r9uA8sjJ",,"2"
"Elitserien 2015/2016","14.10.2015","Alingsas","Skovde","31:17","31","17","1.04","18.31","15.02","OGhYHOD0",,"1"
"Elitserien 2015/2016","14.10.2015","Malmo","Kristianstad","19:23","19","23","4.16","10.48","1.33","th3TI4bf",,"2"
"Elitserien 2015/2016","14.10.2015","Ystads IF","Karlskrona","25:23","25","23","1.09","14.98","9.58","IBshxgaF",,"1"
"Elitserien 2015/2016","13.10.2015","Savehof","Ricoh","28:25","28","25","1.12","14.22","7.95","zmhmwZq9",,"1"
"Elitserien 2015/2016","11.10.2015","Drott","Malmo","22:27","22","27","3.08","9.63","1.51","MqlqvFU2",,"2"
"Elitserien 2015/2016","10.10.2015","Guif","Redbergslids","26:20","26","20","1.30","10.66","4.45","8t01FVi2",,"1"
"Elitserien 2015/2016","08.10.2015","Skovde","Hammarby","19:32","19","32","2.00","8.66","2.11","YN7lIX7q",,"2"
"Elitserien 2015/2016","07.10.2015","Kristianstad","Aranas","31:18","31","18","1.01","22.92","21.71","CE6hHiNk",,"1"
"Elitserien 2015/2016","07.10.2015","Lugi","Ystads IF","21:21","21","21","1.96","8.77","2.15","Uk1cGBxd",,"X"
"Elitserien 2013/2014","23.10.2013","Kristianstad","Malmo","23:22","23","22","1.27","11.35","4.46","WxIRh1qA",,"1"
"Elitserien 2013/2014","23.10.2013","Onnereds","Lund","25:27","25","27","2.53","9.07","1.68","E17WiLbG",,"2"
"Elitserien 2013/2014","23.10.2013","Rimbo","Redbergslids","27:35","27","35","3.10","9.80","1.48","Ozc6oJyp",,"2"
"Elitserien 2013/2014","23.10.2013","Savehof","Hammarby","29:24","29","24","1.32","10.77","4.04","hh6ziuEM",,"1"
"Elitserien 2013/2014","20.10.2013","Malmo","Savehof","25:20","25","20","2.29","8.67","1.83","6eW95vTF",,"1"
"Elitserien 2013/2014","20.10.2013","Guif","Rimbo","28:26","28","26","1.02","19.60","16.39","IZDNgsU3",,"1"
"Elitserien 2013/2014","20.10.2013","Hammarby","Alingsas","28:31","28","31","1.74","8.97","2.41","OCEJfNEc",,"2"
"Elitserien 2013/2014","20.10.2013","Lund","Drott","34:34","34","34","2.79","9.54","1.57","pMFFe3ai",,"X"
"Elitserien 2013/2014","16.10.2013","Hammarby","Lugi","28:28","28","28","2.74","9.21","1.60","pptUJk5N",,"X"
"Elitserien 2011/2012","14.10.2011","Hammarby","Alingsas","25:20","25","20","3.87","10.98","1.33","nNrqSYCF",,"1"
"Elitserien 2011/2012","14.10.2011","Lugi","Lund","26:21","26","21","1.70","9.20","2.46","2woM8pCf",,"1"
"Elitserien 2011/2012","12.10.2011","Redbergslids","Skovde","27:29","27","29","1.59","10.21","2.69","MRTO9Qdl",,"2"
"Elitserien 2011/2012","12.10.2011","Tumba","Guif","27:27","27","27","8.37","15.48","1.09","ziqU6Ot7",,"X"
"Elitserien 2011/2012","12.10.2011","Ystads IF","Kristianstad","30:27","30","27","1.30","11.82","4.12","vJ6CA6sr",,"1"
"Elitserien 2011/2012","09.10.2011","Malmo","Ystads IF","29:31","29","31","1.75","9.55","2.34","YJvuTEc9",,"2"
"Elitserien 2011/2012","06.10.2011","Drott","Aranas","24:27","24","27","1.26","11.62","4.63","jekzUfr3",,"2"
"Elitserien 2011/2012","05.10.2011","Alingsas","Savehof","28:26","28","26","2.13","9.07","1.93","KWYu6ijd",,"1"
"Elitserien 2011/2012","05.10.2011","Guif","Hammarby","37:25","37","25","1.05","16.58","11.52","C4jWUzTd",,"1"
"Elitserien 2010/2011","02.11.2010","Alingsas","Skovde","26:27","26","27","","","","8YtUruyE",,"2"
"Elitserien 2010/2011","02.11.2010","Kristianstad","Lugi","28:27","28","27","","","","2BvwKebD",,"1"
"Elitserien 2010/2011","02.11.2010","Lund","Savehof","26:30","26","30","","","","GfxRMcEf",,"2"
"Elitserien 2010/2011","02.11.2010","Malmo","Guif","25:28","25","28","","","","OKuZKyq7",,"2"
"Elitserien 2010/2011","02.11.2010","Ystads IF","Hammarby","26:26","26","26","","","","foyVLHT0",,"X"
"Elitserien 2010/2011","01.11.2010","Drott","Lindesberg","35:30","35","30","","","","YVnMNwal",,"1"
"Elitserien 2010/2011","24.10.2010","Guif","Aranas","35:32","35","32","","","","KvZwUuMK",,"1"
"Elitserien 2010/2011","24.10.2010","Lindesberg","Kristianstad","27:27","27","27","","","","bVXsTayR",,"X"
"Elitserien 2009/2010","02.10.2009","Lund","Drott","20:20","20","20","2.14","8.76","1.91","re9pPyMP",,"X"
"Elitserien 2009/2010","02.10.2009","Savehof","Malmo","38:25","38","25","1.09","15.13","8.29","lxnDKeUt",,"1"
"Elitserien 2009/2010","30.09.2009","Alingsas","Lugi","35:23","35","23","1.13","14.23","6.47","44AtQH6J",,"1"
"Elitserien 2009/2010","30.09.2009","Helsingborg","Redbergslids","27:30","27","30","3.34","11.59","1.40","CWhj1YTI",,"2"
